route,page type,html exists,status expected 200,title,title length,meta description,meta description length,canonical present,h1 present,word count,phone CTA present,quote CTA present,Google Ads tag present,phone conversion attribute present,quote conversion attribute present,stale string warning,risky wording warning,broken asset reference warning,missing CSS/JS warning,notes
/electrical-faults/circuit-breaker-keeps-tripping,fault guide,yes,yes,Circuit Breaker Keeps Tripping Sydney & Surrounding Regions,59,"Circuit breaker keeps tripping in Sydney? Evaready Electrical can check overloaded circuits, faulty appliances, wiring damage and switchboard issues.",149,yes,yes,618,yes,yes,yes,yes,yes,,,,,
/electrical-faults/power-surge-damage,fault guide,yes,yes,Power Surge Damage Sydney & Surrounding Regions,47,"Power surge damage in Sydney? Evaready Electrical can inspect affected circuits, switchboards and surge protection options after storms or supply events.",153,yes,yes,616,yes,yes,yes,yes,yes,,,,,
/electrical-faults/hot-power-point,fault guide,yes,yes,Hot Power Point Sydney & Surrounding Regions,44,"Hot power point in Sydney? Evaready Electrical can check loose connections, overloaded outlets, damaged wiring and circuit load issues.",135,yes,yes,620,yes,yes,yes,yes,yes,,,,,
/electrical-faults/lights-flickering,fault guide,yes,yes,Lights Flickering Sydney & Surrounding Regions,46,"Lights flickering in Sydney? Evaready Electrical can check fixtures, circuits, switchboards, loose connections and load issues.",127,yes,yes,626,yes,yes,yes,yes,yes,,,,,
/electrical-faults/rcd-trips-when-raining,fault guide,yes,yes,RCD Trips When Raining Sydney & Surrounding Regions,51,"RCD trips when raining in Sydney? Evaready Electrical can test outdoor circuits, water-damaged fixtures and safety switch faults.",129,yes,yes,636,yes,yes,yes,yes,yes,,,,,
/electrical-faults/power-outage-after-storm,fault guide,yes,yes,Power Outage After Storm Sydney & Surrounding Regions,53,"Power outage after a storm in Sydney? Evaready Electrical can help check storm-damaged circuits, switchboards, outdoor fixtures and supply concerns.",148,yes,yes,640,yes,yes,yes,yes,yes,,,,,
/electrical-faults/electric-shock-from-outlet,fault guide,yes,yes,Electric Shock From Outlet Sydney & Surrounding Regions,55,Electric shock from an outlet in Sydney? Stop using the power point and call Evaready Electrical for urgent electrical fault support.,133,yes,yes,654,yes,yes,yes,yes,yes,,,,,
/electrical-faults/smoke-from-electrical-panel,fault guide,yes,yes,Smoke From Electrical Panel Sydney & Surrounding Regions,56,Smoke from an electrical panel or switchboard in Sydney? Keep clear and call Evaready Electrical for urgent electrical support.,127,yes,yes,643,yes,yes,yes,yes,yes,,,,,
/service-areas/canterbury-bankstown-and-inner-south-west,region page,yes,yes,Canterbury-Bankstown & Inner South West Electrician,51,"Need an electrician in Canterbury-Bankstown & Inner South West? Evaready helps with urgent faults, Level 2 work, switchboards, consumer mains, defect.",150,yes,yes,1017,yes,yes,yes,yes,yes,,,,,
/service-areas/st-george-and-bayside,region page,yes,yes,St George & Bayside Electrician | Emergency & Level 2,53,"Need an electrician in St George & Bayside? Evaready helps with urgent faults, Level 2 work, switchboards, consumer mains, defect notices and planned.",150,yes,yes,1064,yes,yes,yes,yes,yes,,,,,
/service-areas/sutherland-shire,region page,yes,yes,Sutherland Shire Electrician | Emergency & Level 2,50,"Need an electrician in Sutherland Shire? Evaready helps with urgent faults, Level 2 work, switchboards, consumer mains, defect notices and planned.",147,yes,yes,977,yes,yes,yes,yes,yes,,,,,
/service-areas/liverpool-and-fairfield,region page,yes,yes,Liverpool & Fairfield Electrician | Emergency & Level 2,55,"Need an electrician in Liverpool & Fairfield? Evaready helps with urgent faults, Level 2 work, switchboards, consumer mains, defect notices and planned.",152,yes,yes,1019,yes,yes,yes,yes,yes,,,,,
/service-areas/macarthur-camden-and-wollondilly,region page,yes,yes,"Macarthur, Camden & Wollondilly Electrician | Emergency & Level 2",65,"Need an electrician in Macarthur, Camden & Wollondilly? Evaready helps with urgent faults, Level 2 work, switchboards, consumer mains, defect notices.",150,yes,yes,1089,yes,yes,yes,yes,yes,,,,,
/service-areas/inner-west-burwood-and-canada-bay,region page,yes,yes,"Inner West, Burwood & Canada Bay Electrician",44,"Need an electrician in Inner West, Burwood & Canada Bay? Evaready helps with urgent faults, Level 2 work, switchboards, consumer mains, defect notices.",151,yes,yes,1153,yes,yes,yes,yes,yes,,,,,
/service-areas/sydney-city-and-eastern-suburbs,region page,yes,yes,Sydney City & Eastern Suburbs Electrician | Emergency & Level 2,63,"Need an electrician in Sydney City & Eastern Suburbs? Evaready helps with urgent faults, Level 2 work, switchboards, consumer mains, defect notices.",148,yes,yes,1134,yes,yes,yes,yes,yes,,,,,
/service-areas/parramatta-and-cumberland,region page,yes,yes,Parramatta & Cumberland Electrician | Emergency & Level 2,57,"Need an electrician in Parramatta & Cumberland? Evaready helps with urgent faults, Level 2 work, switchboards, consumer mains, defect notices and planned.",154,yes,yes,1041,yes,yes,yes,yes,yes,,,,,
/service-areas/western-sydney-and-nepean,region page,yes,yes,Western Sydney & Nepean Electrician | Emergency & Level 2,57,"Need an electrician in Western Sydney & Nepean? Evaready helps with urgent faults, Level 2 work, switchboards, consumer mains, defect notices and planned.",154,yes,yes,1081,yes,yes,yes,yes,yes,,,,,
/service-areas/hills-hawkesbury-and-hornsby,region page,yes,yes,"Hills, Hawkesbury & Hornsby Electrician | Emergency & Level 2",61,"Need an electrician in Hills, Hawkesbury & Hornsby? Evaready helps with urgent faults, Level 2 work, switchboards, consumer mains, defect notices.",146,yes,yes,1101,yes,yes,yes,yes,yes,,,,,
/service-areas/northern-sydney-and-ryde,region page,yes,yes,Northern Sydney & Ryde Electrician | Emergency & Level 2,56,"Need an electrician in Northern Sydney & Ryde? Evaready helps with urgent faults, Level 2 work, switchboards, consumer mains, defect notices and planned.",153,yes,yes,1215,yes,yes,yes,yes,yes,,,,,
/service-areas/northern-beaches,region page,yes,yes,Northern Beaches Electrician | Emergency & Level 2,50,"Need an electrician in Northern Beaches? Evaready helps with urgent faults, Level 2 work, switchboards, consumer mains, defect notices and planned.",147,yes,yes,1068,yes,yes,yes,yes,yes,,,,,
/service-areas/blue-mountains,region page,yes,yes,Blue Mountains Electrician | Emergency & Level 2,48,"Need an electrician in Blue Mountains? Evaready helps with urgent faults, Level 2 work, switchboards, consumer mains, defect notices and planned electrical.",156,yes,yes,1041,yes,yes,yes,yes,yes,,,,,
/service-areas/wollongong-and-illawarra,region page,yes,yes,Wollongong & Illawarra Electrician | Emergency & Level 2,56,"Need an electrician in Wollongong & Illawarra? Evaready helps with urgent faults, Level 2 work, switchboards, consumer mains, defect notices and planned.",153,yes,yes,1121,yes,yes,yes,yes,yes,,,,,
/service-areas/southern-highlands,region page,yes,yes,Southern Highlands Electrician | Emergency & Level 2,52,"Need an electrician in Southern Highlands? Evaready helps with urgent faults, Level 2 work, switchboards, consumer mains, defect notices and planned.",149,yes,yes,1058,yes,yes,yes,yes,yes,,,,,
/service-areas/central-coast-south,region page,yes,yes,Central Coast South Electrician | Emergency & Level 2,53,"Need an electrician in Central Coast South? Evaready helps with urgent faults, Level 2 work, switchboards, consumer mains, defect notices and planned.",150,yes,yes,1085,yes,yes,yes,yes,yes,,,,,
/service-areas/canterbury-bankstown-and-inner-south-west/canterbury-bankstown,area page,yes,yes,Canterbury-Bankstown Electrician | Emergency & Level 2,54,"Need an electrician in Canterbury-Bankstown? Evaready helps with urgent faults, Level 2 work, switchboards, consumer mains, defect notices and planned.",151,yes,yes,1068,yes,yes,yes,yes,yes,,,,,
/service-areas/st-george-and-bayside/bayside-and-airport,area page,yes,yes,Bayside & Airport Electrician | St George & Bayside,51,"Need an electrician in Bayside & Airport? Evaready helps with urgent faults, Level 2 work, switchboards, consumer mains, defect notices and planned.",148,yes,yes,994,yes,yes,yes,yes,yes,,,,,
/service-areas/st-george-and-bayside/georges-river,area page,yes,yes,Georges River Electrician | St George & Bayside,47,"Need an electrician in Georges River? Evaready helps with urgent faults, Level 2 work, switchboards, consumer mains, defect notices and planned electrical.",155,yes,yes,1032,yes,yes,yes,yes,yes,,,,,
/service-areas/st-george-and-bayside/rockdale-and-bexley,area page,yes,yes,Rockdale & Bexley Electrician | St George & Bayside,51,"Need an electrician in Rockdale & Bexley? Evaready helps with urgent faults, Level 2 work, switchboards, consumer mains, defect notices and planned.",148,yes,yes,1034,yes,yes,yes,yes,yes,,,,,
/service-areas/sutherland-shire/sutherland-shire,area page,yes,yes,Sutherland Shire Electrician | Sutherland Shire,47,"Need an electrician in Sutherland Shire? Evaready helps with urgent faults, Level 2 work, switchboards, consumer mains, defect notices and planned.",147,yes,yes,1123,yes,yes,yes,yes,yes,,,,,
/service-areas/liverpool-and-fairfield/fairfield,area page,yes,yes,Fairfield Electrician | Liverpool & Fairfield,45,"Need an electrician in Fairfield? Evaready helps with urgent faults, Level 2 work, switchboards, consumer mains, defect notices and planned electrical jobs.",156,yes,yes,1042,yes,yes,yes,yes,yes,,,,,
/service-areas/liverpool-and-fairfield/liverpool,area page,yes,yes,Liverpool Electrician | Liverpool & Fairfield,45,"Need an electrician in Liverpool? Evaready helps with urgent faults, Level 2 work, switchboards, consumer mains, defect notices and planned electrical jobs.",156,yes,yes,1068,yes,yes,yes,yes,yes,,,,,
/service-areas/macarthur-camden-and-wollondilly/camden,area page,yes,yes,"Camden Electrician | Macarthur, Camden & Wollondilly",52,"Need an electrician in Camden? Evaready helps with urgent faults, Level 2 work, switchboards, consumer mains, defect notices and planned electrical jobs.",153,yes,yes,1033,yes,yes,yes,yes,yes,,,,,
/service-areas/macarthur-camden-and-wollondilly/campbelltown,area page,yes,yes,"Campbelltown Electrician | Macarthur, Camden & Wollondilly",58,"Need an electrician in Campbelltown? Evaready helps with urgent faults, Level 2 work, switchboards, consumer mains, defect notices and planned electrical.",154,yes,yes,1096,yes,yes,yes,yes,yes,,,,,
/service-areas/macarthur-camden-and-wollondilly/wollondilly,area page,yes,yes,"Wollondilly Electrician | Macarthur, Camden & Wollondilly",57,"Need an electrician in Wollondilly? Evaready helps with urgent faults, Level 2 work, switchboards, consumer mains, defect notices and planned electrical.",153,yes,yes,1064,yes,yes,yes,yes,yes,,,,,
/service-areas/inner-west-burwood-and-canada-bay/burwood,area page,yes,yes,"Burwood Electrician | Inner West, Burwood & Canada Bay",54,"Need an electrician in Burwood? Evaready helps with urgent faults, Level 2 work, switchboards, consumer mains, defect notices and planned electrical jobs.",154,yes,yes,960,yes,yes,yes,yes,yes,,,,,
/service-areas/inner-west-burwood-and-canada-bay/canada-bay,area page,yes,yes,"Canada Bay Electrician | Inner West, Burwood & Canada Bay",57,"Need an electrician in Canada Bay? Evaready helps with urgent faults, Level 2 work, switchboards, consumer mains, defect notices and planned electrical.",152,yes,yes,1045,yes,yes,yes,yes,yes,,,,,
/service-areas/inner-west-burwood-and-canada-bay/inner-west,area page,yes,yes,"Inner West Electrician | Inner West, Burwood & Canada Bay",57,"Need an electrician in Inner West? Evaready helps with urgent faults, Level 2 work, switchboards, consumer mains, defect notices and planned electrical.",152,yes,yes,1087,yes,yes,yes,yes,yes,,,,,
/service-areas/inner-west-burwood-and-canada-bay/strathfield,area page,yes,yes,"Strathfield Electrician | Inner West, Burwood & Canada Bay",58,"Need an electrician in Strathfield? Evaready helps with urgent faults, Level 2 work, switchboards, consumer mains, defect notices and planned electrical.",153,yes,yes,1018,yes,yes,yes,yes,yes,,,,,
/service-areas/sydney-city-and-eastern-suburbs/randwick,area page,yes,yes,Randwick Electrician | Sydney City & Eastern Suburbs,52,"Need an electrician in Randwick? Evaready helps with urgent faults, Level 2 work, switchboards, consumer mains, defect notices and planned electrical jobs.",155,yes,yes,1003,yes,yes,yes,yes,yes,,,,,
/service-areas/sydney-city-and-eastern-suburbs/sydney,area page,yes,yes,Sydney Electrician | Sydney City & Eastern Suburbs,50,"Need an electrician in Sydney? Evaready helps with urgent faults, Level 2 work, switchboards, consumer mains, defect notices and planned electrical jobs.",153,yes,yes,1059,yes,yes,yes,yes,yes,,,,,
/service-areas/sydney-city-and-eastern-suburbs/waverley,area page,yes,yes,Waverley Electrician | Sydney City & Eastern Suburbs,52,"Need an electrician in Waverley? Evaready helps with urgent faults, Level 2 work, switchboards, consumer mains, defect notices and planned electrical jobs.",155,yes,yes,1011,yes,yes,yes,yes,yes,,,,,
